period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,consumption-for-eg-btu-units
2025-12,IL,Illinois,94,Independent Power Producers,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,FOS,fossil fuels,0,thousand physical units,45.14477,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,HYC,conventional hydroelectric,0,thousand physical units,.0156,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,LFG,landfill gas,347.825,thousand physical units,.1913,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,MLG,municiapl landfill gas,0,thousand physical units,.1913,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,NG,natural gas,15782.706,thousand Mcf,16.57451,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,NGO,natural gas & other gases,15782.706,thousand Mcf,16.57451,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,NUC,nuclear,0,thousand physical units,91.08998,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,OB2,biomass,6.859,thousand physical units,.00385,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,OBW,biomass,6.859,thousand physical units,.00385,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,OOG,other gases,0,thousand Mcf,0,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,ORW,other renewables,0,thousand physical units,.00385,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,OTH,other,1.084,thousand physical units,0,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,PEL,petroleum liquids,,thousand barrels,,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,PET,petroleum,,thousand barrels,,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,RC,refined coal,0,thousand short tons,0,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,REN,renewable,354.684,thousand physical units,10.75715,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,SPV,solar photovoltaic,0,thousand physical units,.91367,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,SUB,subbituminous coal,999.22,thousand short tons,17.38666,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,SUN,solar,0,thousand physical units,.91367,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,WAS,renewable waste products,0,thousand physical units,.19515,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,WND,wind,0,thousand physical units,9.63272,million MMBtu
2025-12,IL,Illinois,94,Independent Power Producers,WNT,onshore wind turbine,0,thousand physical units,9.63272,million MMBtu
2025-12,IL,Illinois,96,All Commercial,ALL,all fuels,0,thousand physical units,.20635,million MMBtu
2025-12,IL,Illinois,96,All Commercial,AOR,all renewables,0,thousand physical units,.00264,million MMBtu
2025-12,IL,Illinois,96,All Commercial,BIS,bituminous coal and synthetic coal,,thousand short tons,,million MMBtu
2025-12,IL,Illinois,96,All Commercial,BIT,bituminous coal,,thousand short tons,,million MMBtu
2025-12,IL,Illinois,96,All Commercial,COL,"coal, excluding waste coal",,thousand short tons,,million MMBtu
2025-12,IL,Illinois,96,All Commercial,COW,all coal products,,thousand short tons,,million MMBtu
2025-12,IL,Illinois,96,All Commercial,DFO,distillate fuel oil,,thousand short tons,,million MMBtu
2025-12,IL,Illinois,96,All Commercial,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,IL,Illinois,96,All Commercial,FOS,fossil fuels,0,thousand physical units,.20371,million MMBtu
2025-12,IL,Illinois,96,All Commercial,HYC,conventional hydroelectric,0,thousand physical units,0,million MMBtu
2025-12,IL,Illinois,96,All Commercial,NG,natural gas,181.691,thousand Mcf,.19063,million MMBtu
2025-12,IL,Illinois,96,All Commercial,NGO,natural gas & other gases,181.691,thousand Mcf,.19063,million MMBtu
2025-12,IL,Illinois,96,All Commercial,PEL,petroleum liquids,,thousand barrels,,million MMBtu
2025-12,IL,Illinois,96,All Commercial,PET,petroleum,,thousand barrels,,million MMBtu
2025-12,IL,Illinois,96,All Commercial,REN,renewable,0,thousand physical units,.00264,million MMBtu
2025-12,IL,Illinois,96,All Commercial,RFO,residual fuel oil,0,thousand short tons,0,million MMBtu
2025-12,IL,Illinois,96,All Commercial,SPV,solar photovoltaic,0,thousand physical units,.00106,million MMBtu
2025-12,IL,Illinois,96,All Commercial,SUN,solar,0,thousand physical units,.00106,million MMBtu
2025-12,IL,Illinois,96,All Commercial,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,IL,Illinois,96,All Commercial,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,IL,Illinois,96,All Commercial,WND,wind,0,thousand physical units,.00158,million MMBtu
2025-12,IL,Illinois,96,All Commercial,WNT,onshore wind turbine,0,thousand physical units,.00158,million MMBtu
2025-12,IL,Illinois,97,All Industrial,ALL,all fuels,0,thousand physical units,1.21393,million MMBtu
2025-12,IL,Illinois,97,All Industrial,AOR,all renewables,0,thousand physical units,.00219,million MMBtu
2025-12,IL,Illinois,97,All Industrial,BIO,biomass,0,thousand physical units,0,million MMBtu
2025-12,IL,Illinois,97,All Industrial,BIS,bituminous coal and synthetic coal,14.908,thousand short tons,.32648,million MMBtu
2025-12,IL,Illinois,97,All Industrial,BIT,bituminous coal,14.908,thousand short tons,.32648,million MMBtu
2025-12,IL,Illinois,97,All Industrial,COL,"coal, excluding waste coal",21.312,thousand short tons,.43856,million MMBtu
2025-12,IL,Illinois,97,All Industrial,COW,all coal products,21.312,thousand short tons,.43856,million MMBtu
2025-12,IL,Illinois,97,All Industrial,DFO,distillate fuel oil,0,thousand short tons,0,million MMBtu
2025-12,IL,Illinois,97,All Industrial,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,IL,Illinois,97,All Industrial,FOS,fossil fuels,0,thousand physical units,1.1568,million MMBtu
2025-12,IL,Illinois,97,All Industrial,NG,natural gas,533.534,thousand Mcf,.5573,million MMBtu
2025-12,IL,Illinois,97,All Industrial,NGO,natural gas & other gases,1447.926,thousand Mcf,.71824,million MMBtu
2025-12,IL,Illinois,97,All Industrial,OOG,other gases,914.392,thousand Mcf,.16094,million MMBtu
2025-12,IL,Illinois,97,All Industrial,OTH,other,0,thousand physical units,.05495,million MMBtu
2025-12,IL,Illinois,97,All Industrial,PEL,petroleum liquids,0,thousand barrels,0,million MMBtu
2025-12,IL,Illinois,97,All Industrial,PET,petroleum,0,thousand barrels,0,million MMBtu
2025-12,IL,Illinois,97,All Industrial,REN,renewable,0,thousand physical units,.00219,million MMBtu
2025-12,IL,Illinois,97,All Industrial,SPV,solar photovoltaic,0,thousand physical units,.00219,million MMBtu
2025-12,IL,Illinois,97,All Industrial,SUB,subbituminous coal,6.404,thousand short tons,.11207,million MMBtu
2025-12,IL,Illinois,97,All Industrial,SUN,solar,0,thousand physical units,.00219,million MMBtu
2025-12,IL,Illinois,97,All Industrial,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,IL,Illinois,97,All Industrial,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,IL,Illinois,97,All Industrial,WWW,wood and wood wastes,0,thousand physical units,0,million MMBtu
2025-12,IL,Illinois,98,Electric Power,ALL,all fuels,0,thousand physical units,151.94761,million MMBtu
2025-12,IL,Illinois,98,Electric Power,AOR,all renewables,0,thousand physical units,11.17818,million MMBtu
2025-12,IL,Illinois,98,Electric Power,BIO,biomass,554.018,thousand physical units,.30479,million MMBtu
2025-12,IL,Illinois,98,Electric Power,BIS,bituminous coal and synthetic coal,737.742,thousand short tons,13.26364,million MMBtu
2025-12,IL,Illinois,98,Electric Power,BIT,bituminous coal,737.742,thousand short tons,13.26364,million MMBtu
2025-12,IL,Illinois,98,Electric Power,COL,"coal, excluding waste coal",1736.962,thousand short tons,30.6503,million MMBtu
2025-12,IL,Illinois,98,Electric Power,COW,all coal products,1736.962,thousand short tons,30.6503,million MMBtu
2025-12,IL,Illinois,98,Electric Power,DFO,distillate fuel oil,,thousand short tons,,million MMBtu
2025-12,IL,Illinois,98,Electric Power,FOS,fossil fuels,0,thousand physical units,49.65298,million MMBtu
2025-12,IL,Illinois,98,Electric Power,HYC,conventional hydroelectric,0,thousand physical units,.02647,million MMBtu
2025-12,IL,Illinois,98,Electric Power,LFG,landfill gas,547.159,thousand physical units,.30094,million MMBtu
2025-12,IL,Illinois,98,Electric Power,MLG,municiapl landfill gas,0,thousand physical units,.30094,million MMBtu
2025-12,IL,Illinois,98,Electric Power,NG,natural gas,18069.692,thousand Mcf,18.96298,million MMBtu
2025-12,IL,Illinois,98,Electric Power,NGO,natural gas & other gases,18069.692,thousand Mcf,18.96298,million MMBtu
2025-12,IL,Illinois,98,Electric Power,NUC,nuclear,0,thousand physical units,91.08998,million MMBtu
2025-12,IL,Illinois,98,Electric Power,OB2,biomass,6.859,thousand physical units,.00385,million MMBtu
2025-12,IL,Illinois,98,Electric Power,OBW,biomass,6.859,thousand physical units,.00385,million MMBtu
2025-12,IL,Illinois,98,Electric Power,OOG,other gases,0,thousand Mcf,0,million MMBtu
2025-12,IL,Illinois,98,Electric Power,ORW,other renewables,0,thousand physical units,.00385,million MMBtu
2025-12,IL,Illinois,98,Electric Power,OTH,other,1.084,thousand physical units,0,million MMBtu
2025-12,IL,Illinois,98,Electric Power,PC,petroleum coke,0,thousand short tons,0,million MMBtu
2025-12,IL,Illinois,98,Electric Power,PEL,petroleum liquids,,thousand barrels,,million MMBtu
2025-12,IL,Illinois,98,Electric Power,PET,petroleum,,thousand barrels,,million MMBtu
2025-12,IL,Illinois,98,Electric Power,RC,refined coal,0,thousand short tons,0,million MMBtu
2025-12,IL,Illinois,98,Electric Power,REN,renewable,554.018,thousand physical units,11.20465,million MMBtu
2025-12,IL,Illinois,98,Electric Power,SPV,solar photovoltaic,0,thousand physical units,.98586,million MMBtu
2025-12,IL,Illinois,98,Electric Power,SUB,subbituminous coal,999.22,thousand short tons,17.38666,million MMBtu
2025-12,IL,Illinois,98,Electric Power,SUN,solar,0,thousand physical units,.98586,million MMBtu
2025-12,IL,Illinois,98,Electric Power,WAS,renewable waste products,0,thousand physical units,.30479,million MMBtu
2025-12,IL,Illinois,98,Electric Power,WND,wind,0,thousand physical units,9.88754,million MMBtu
2025-12,IL,Illinois,98,Electric Power,WNT,onshore wind turbine,0,thousand physical units,9.88754,million MMBtu
2025-12,IL,Illinois,98,Electric Power,WOO,waste oil and other oils,0,thousand barrels,0,million MMBtu
2025-12,IL,Illinois,99,All Sectors,ALL,all fuels,0,thousand physical units,153.36788,million MMBtu
2025-12,IL,Illinois,99,All Sectors,AOR,all renewables,0,thousand physical units,11.18301,million MMBtu
2025-12,IL,Illinois,99,All Sectors,BIO,biomass,554.018,thousand physical units,.30479,million MMBtu
2025-12,IL,Illinois,99,All Sectors,BIS,bituminous coal and synthetic coal,753.306,thousand short tons,13.60314,million MMBtu
2025-12,IL,Illinois,99,All Sectors,BIT,bituminous coal,753.306,thousand short tons,13.60314,million MMBtu
2025-12,IL,Illinois,99,All Sectors,COL,"coal, excluding waste coal",1758.93,thousand short tons,31.10187,million MMBtu
2025-12,IL,Illinois,99,All Sectors,COW,all coal products,1758.93,thousand short tons,31.10187,million MMBtu
2025-12,IL,Illinois,99,All Sectors,DFO,distillate fuel oil,,thousand short tons,,million MMBtu
2025-12,IL,Illinois,99,All Sectors,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,IL,Illinois,99,All Sectors,FOS,fossil fuels,0,thousand physical units,51.01348,million MMBtu
2025-12,IL,Illinois,99,All Sectors,HYC,conventional hydroelectric,0,thousand physical units,.02647,million MMBtu
2025-12,IL,Illinois,99,All Sectors,LFG,landfill gas,547.159,thousand physical units,.30094,million MMBtu
2025-12,IL,Illinois,99,All Sectors,MLG,municiapl landfill gas,0,thousand physical units,.30094,million MMBtu
2025-12,IL,Illinois,99,All Sectors,NG,natural gas,18784.917,thousand Mcf,19.71091,million MMBtu
2025-12,IL,Illinois,99,All Sectors,NGO,natural gas & other gases,19699.309,thousand Mcf,19.87185,million MMBtu
2025-12,IL,Illinois,99,All Sectors,NUC,nuclear,0,thousand physical units,91.08998,million MMBtu
2025-12,IL,Illinois,99,All Sectors,OB2,biomass,6.859,thousand physical units,.00385,million MMBtu
2025-12,IL,Illinois,99,All Sectors,OBW,biomass,6.859,thousand physical units,.00385,million MMBtu
2025-12,IL,Illinois,99,All Sectors,OOG,other gases,914.392,thousand Mcf,.16094,million MMBtu
2025-12,IL,Illinois,99,All Sectors,ORW,other renewables,0,thousand physical units,.00385,million MMBtu
2025-12,IL,Illinois,99,All Sectors,OTH,other,1.084,thousand physical units,.05495,million MMBtu
2025-12,IL,Illinois,99,All Sectors,PC,petroleum coke,0,thousand short tons,0,million MMBtu
2025-12,IL,Illinois,99,All Sectors,PEL,petroleum liquids,,thousand barrels,,million MMBtu
2025-12,IL,Illinois,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu
2025-12,IL,Illinois,99,All Sectors,RC,refined coal,0,thousand short tons,0,million MMBtu
2025-12,IL,Illinois,99,All Sectors,REN,renewable,554.018,thousand physical units,11.20948,million MMBtu
2025-12,IL,Illinois,99,All Sectors,RFO,residual fuel oil,0,thousand short tons,0,million MMBtu
2025-12,IL,Illinois,99,All Sectors,SPV,solar photovoltaic,0,thousand physical units,.9891,million MMBtu
2025-12,IL,Illinois,99,All Sectors,SUB,subbituminous coal,1005.624,thousand short tons,17.49873,million MMBtu
2025-12,IL,Illinois,99,All Sectors,SUN,solar,0,thousand physical units,.9891,million MMBtu
2025-12,IL,Illinois,99,All Sectors,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,IL,Illinois,99,All Sectors,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,IL,Illinois,99,All Sectors,WAS,renewable waste products,0,thousand physical units,.30479,million MMBtu
2025-12,IL,Illinois,99,All Sectors,WND,wind,0,thousand physical units,9.88912,million MMBtu
2025-12,IL,Illinois,99,All Sectors,WNT,onshore wind turbine,0,thousand physical units,9.88912,million MMBtu
2025-12,IL,Illinois,99,All Sectors,WOO,waste oil and other oils,0,thousand barrels,0,million MMBtu
2025-12,IL,Illinois,99,All Sectors,WWW,wood and wood wastes,0,thousand physical units,0,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,ALL,all fuels,0,thousand physical units,59.74089,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,AOR,all renewables,0,thousand physical units,.63192,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,BIO,biomass,136.826,thousand physical units,.06773,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,BIS,bituminous coal and synthetic coal,1662.40603,thousand short tons,37.12403,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,BIT,bituminous coal,1662.40603,thousand short tons,37.12403,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,COL,"coal, excluding waste coal",2136.48803,thousand short tons,45.27333,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,COW,all coal products,2136.48803,thousand short tons,45.27333,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,DFO,distillate fuel oil,35.994,thousand short tons,.208,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,FOS,fossil fuels,0,thousand physical units,59.01734,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,HYC,conventional hydroelectric,0,thousand physical units,.09164,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,LFG,landfill gas,136.826,thousand physical units,.06773,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,MLG,municiapl landfill gas,0,thousand physical units,.06773,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,NG,natural gas,12801.043,thousand Mcf,13.536,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,NGO,natural gas & other gases,12801.043,thousand Mcf,13.536,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,OTH,other,20.973,thousand physical units,0,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,PC,petroleum coke,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,PEL,petroleum liquids,35.994,thousand barrels,.208,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,PET,petroleum,35.994,thousand barrels,.208,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,REN,renewable,136.826,thousand physical units,.72355,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,SPV,solar photovoltaic,0,thousand physical units,.47042,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,SUB,subbituminous coal,474.082,thousand short tons,8.14931,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,SUN,solar,0,thousand physical units,.47042,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,WAS,renewable waste products,0,thousand physical units,.06773,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,WND,wind,0,thousand physical units,.09376,million MMBtu
2025-12,IN,Indiana,1,Electric Utility,WNT,onshore wind turbine,0,thousand physical units,.09376,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,ALL,all fuels,0,thousand physical units,14.66373,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,AOR,all renewables,0,thousand physical units,4.75729,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,BIO,biomass,71.39,thousand physical units,.03534,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,BIS,bituminous coal and synthetic coal,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,BIT,bituminous coal,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,COL,"coal, excluding waste coal",0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,COW,all coal products,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,DFO,distillate fuel oil,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,FOS,fossil fuels,0,thousand physical units,9.90644,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,LFG,landfill gas,71.39,thousand physical units,.03534,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,MLG,municiapl landfill gas,0,thousand physical units,.03534,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,NG,natural gas,9242.481,thousand Mcf,9.90644,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,NGO,natural gas & other gases,9242.481,thousand Mcf,9.90644,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,PEL,petroleum liquids,0,thousand barrels,0,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,PET,petroleum,0,thousand barrels,0,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,REN,renewable,71.39,thousand physical units,4.75729,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,SPV,solar photovoltaic,0,thousand physical units,.51707,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,SUN,solar,0,thousand physical units,.51707,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,WAS,renewable waste products,0,thousand physical units,.03534,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,WND,wind,0,thousand physical units,4.20488,million MMBtu
2025-12,IN,Indiana,2,IPP Non-CHP,WNT,onshore wind turbine,0,thousand physical units,4.20488,million MMBtu
2025-12,IN,Indiana,3,IPP CHP,ALL,all fuels,0,thousand physical units,4.42225,million MMBtu
2025-12,IN,Indiana,3,IPP CHP,BIS,bituminous coal and synthetic coal,120.613,thousand short tons,2.73212,million MMBtu
2025-12,IN,Indiana,3,IPP CHP,BIT,bituminous coal,120.613,thousand short tons,2.73212,million MMBtu
2025-12,IN,Indiana,3,IPP CHP,COL,"coal, excluding waste coal",120.613,thousand short tons,2.73212,million MMBtu
2025-12,IN,Indiana,3,IPP CHP,COW,all coal products,120.613,thousand short tons,2.73212,million MMBtu
2025-12,IN,Indiana,3,IPP CHP,FOS,fossil fuels,0,thousand physical units,4.42225,million MMBtu
2025-12,IN,Indiana,3,IPP CHP,NG,natural gas,1609.734,thousand Mcf,1.69012,million MMBtu
2025-12,IN,Indiana,3,IPP CHP,NGO,natural gas & other gases,1609.734,thousand Mcf,1.69012,million MMBtu
2025-12,IN,Indiana,4,Commercial Non-CHP,ALL,all fuels,0,thousand physical units,.00208,million MMBtu
2025-12,IN,Indiana,4,Commercial Non-CHP,AOR,all renewables,0,thousand physical units,.00038,million MMBtu
2025-12,IN,Indiana,4,Commercial Non-CHP,DFO,distillate fuel oil,.003,thousand short tons,.00002,million MMBtu
2025-12,IN,Indiana,4,Commercial Non-CHP,FOS,fossil fuels,0,thousand physical units,.00002,million MMBtu
2025-12,IN,Indiana,4,Commercial Non-CHP,HYC,conventional hydroelectric,0,thousand physical units,.00168,million MMBtu
2025-12,IN,Indiana,4,Commercial Non-CHP,NG,natural gas,0,thousand Mcf,0,million MMBtu
2025-12,IN,Indiana,4,Commercial Non-CHP,NGO,natural gas & other gases,0,thousand Mcf,0,million MMBtu
2025-12,IN,Indiana,4,Commercial Non-CHP,PEL,petroleum liquids,.003,thousand barrels,.00002,million MMBtu
2025-12,IN,Indiana,4,Commercial Non-CHP,PET,petroleum,.003,thousand barrels,.00002,million MMBtu
2025-12,IN,Indiana,4,Commercial Non-CHP,REN,renewable,0,thousand physical units,.00206,million MMBtu
2025-12,IN,Indiana,4,Commercial Non-CHP,SPV,solar photovoltaic,0,thousand physical units,.00038,million MMBtu
2025-12,IN,Indiana,4,Commercial Non-CHP,SUN,solar,0,thousand physical units,.00038,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,ALL,all fuels,0,thousand physical units,.12765,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,AOR,all renewables,0,thousand physical units,.01103,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,BIO,biomass,1.288,thousand physical units,.01103,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,BIS,bituminous coal and synthetic coal,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,BIT,bituminous coal,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,COL,"coal, excluding waste coal",0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,COW,all coal products,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,DFO,distillate fuel oil,.01,thousand short tons,.00006,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,FOS,fossil fuels,0,thousand physical units,.10313,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,MLG,municiapl landfill gas,0,thousand physical units,.01103,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,MSB,biogenic municipal solid waste,1.288,thousand physical units,.01103,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,NG,natural gas,97.338,thousand Mcf,.10307,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,NGO,natural gas & other gases,97.338,thousand Mcf,.10307,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,OBW,biomass,1.288,thousand physical units,.01103,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,OTH,other,.824,thousand physical units,.01349,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,PEL,petroleum liquids,.01,thousand barrels,.00006,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,PET,petroleum,.01,thousand barrels,.00006,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,REN,renewable,1.288,thousand physical units,.01103,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,RFO,residual fuel oil,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,5,Commercial CHP,WAS,renewable waste products,0,thousand physical units,.01103,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,ALL,all fuels,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,AOR,all renewables,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,BIO,biomass,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,DFO,distillate fuel oil,,thousand short tons,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,FOS,fossil fuels,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,NG,natural gas,,thousand Mcf,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,NGO,natural gas & other gases,,thousand Mcf,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,OB2,biomass,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,OBW,biomass,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,OOG,other gases,0,thousand Mcf,0,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,ORW,other renewables,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,OTH,other,0,thousand physical units,.11355,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,PEL,petroleum liquids,,thousand barrels,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,PET,petroleum,,thousand barrels,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,REN,renewable,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,6,Industrial Non-CHP,WAS,renewable waste products,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,ALL,all fuels,0,thousand physical units,2.96619,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,AOR,all renewables,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,BIO,biomass,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,BIS,bituminous coal and synthetic coal,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,BIT,bituminous coal,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,COL,"coal, excluding waste coal",0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,COW,all coal products,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,DFO,distillate fuel oil,0,thousand short tons,0,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,FOS,fossil fuels,0,thousand physical units,2.9366,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,NG,natural gas,1642.162,thousand Mcf,1.7209,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,NGO,natural gas & other gases,12273.607,thousand Mcf,2.9366,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,OB2,biomass,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,OBW,biomass,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,OOG,other gases,10631.445,thousand Mcf,1.2157,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,ORW,other renewables,,thousand physical units,,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,OTH,other,0,thousand physical units,0,million MMBtu
2025-12,IN,Indiana,7,Industrial CHP,PEL,petroleum liquids,0,thousand barrels,0,million MMBtu
